english,santhali_devanagari,source,verified
highlights,आसोल खोबोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
high official,चेतान घापरिन अधिकारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
high priorty,माड़ाङ सुबिधा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
high school,चेतान आसड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hire,भाड़ा ते हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hiring,भाड़ाते हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
history sheet,नागामिया कागोज,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hoarding,जोमाखोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
holding,भागियारी पूजी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
holiday,छुटी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
homage,दल ु ाड़ आ़जले,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
home,ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
homicide,होड़ गोच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
honest,1. सोड़ामोन 2. इमानदार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
honorarium,कामी कुड़ाई़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
honorary,माऩ ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
honour,माऩ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hostel,पाठुवा ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hostile,1. बिबादिया 2. बाईरी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
house rent,ओड़ाः भाड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
house rent allowance,ओड़ाः भातता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
house tax,ओडाः खाजना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
housing,ताँहेन ओडाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
housing society,ताँहेन ओड़ाः सोसाईटी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hue and cry,किकियाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
humane,दायाआनिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
human rights,मानवा होक्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
humiliation,ओपोमान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hygiene,निफुट साँड़ेस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
hypothecation,माल बाँधाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
idea,हुदिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ideal,नापाय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
identical,मित लेकान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
identification,उपरुम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
identity,उरुम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
identity card,उपरुम साकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ignorance,बे बाडायिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ignore,ओन हे ड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illegal,बेसारिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illegal strike,बे सारिया होड़ताल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illigible,बाङ पाड़हावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ill-feeling,बाड़िच उपहार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illicit,बे सारियाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illiteracy,1. बाङ पाड़ाव शेड़ 2. मुख्क,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illogical,बेकार तर्क,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
illustration,1. पारतुल 2. चितार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
image,1. छवि 2. उमल ु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
imbalance,बे सामड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immature,बाङ केटे जाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immediate,टाटका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immediate action,टाटका कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immediate officer,टाटका मालिक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immigrant,बिदे सिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immoral,बाड़िय बेबहार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immovable,बाङ आचरु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immune,खुला,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
immunity,खुला आनाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impact,छाप,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impartial,ओका पाहटा हो बाङ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impeachment,ओचोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impediment,बाधा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
imperative,बाददो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impersonation,प्रति रोपोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
implement,लागु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
implicate,फाँसाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
implicit,निहात़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
import,बाहरे खोन आगु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
important,लाकतीयानाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
importer,आगुयिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impost,मासुल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impound,हे सारी होचो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impression,छाप,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
imprest,माडाङ दायी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
improper,बे उचित,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
improve,सुघराव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
improvement,सध ु ार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
improvisation,कामी चालाः बेबसथा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
impute,बदनाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
in abeyance,चालाः गिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inability,बेलेक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inaccessible,सेटेर खोन बाहरे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inadmissible,बाङ रे बेन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inadvertently,बाङ बाडायिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inauguration,उडाव़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
in cash,नगद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incentive,सारहाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incidental,टाटका घोटोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inclination,1. झुकाव 2. रिझाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inclusive,साँवते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incognito,बे बाटाय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
income,आय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
income tax,आय रे नाः खाजना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
income tax clearance certif-,आय खाजना साकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
income tax return,आय खाजना बिबरनी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incoming,भीतिर सेन हिजःु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incompetency,बे दाड़ेयान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incompetent,कोम जोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incomplete,1. आतरा 2. बाङ पुराव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inconclusive,1. बे ठावका 2. बे फायसाला,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incongruous,बे जुताः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inconsistency,बे गाताक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inconvenience,असुविधा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incorporated,मेसाल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incorrect,भल ु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incredible,बाङ पातियावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
increment,बेतन बाङहाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incumbent,पद हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
incumbrance,भार हाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indemnification,खुतिपुरोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indent,कोयसाकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
independence day,फुरगाल़ माहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
independent,फुरगाल़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
index,सूची साकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
index card,सूची को,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indication,ईसारा़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indict,अभ्यारोपिक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indifference,1. लेगड़ोच 2. लिच़ाङ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indirect,1. बे सोझे 2. उलटा ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indiscipline,बे मानाव-बाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indiscretion,बे बुझु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indiscriminate,आँधा-धत ु ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indisputable,बे बिबाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indistinct,बे पुसटाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
indorsement,1. साहटा रे आँकाव 2. साहता लेका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
individual,1. एकला 2. होड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
induction,1. बोलो मेसा 2. जावरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
in duplicate,दोसार कोपी साँव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
industrialization,बिरिद कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
industrial staff,बिरिद कामिया को,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
industrious,अव्यवसायी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
industry,बिरिद 2. कारखाना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inefficiency,बाङ दाङे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inequity,बे सोमान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inevitable,कारोन बोस 2. सोमभबबाङ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inexpedient,बे सोमान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inexperienced,बाङ बाडायिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
in fact,सारि तेत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infection,सोङक्रामोक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inferior,लातार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infirmity,बे दाड़ेयान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inflation,पासनाव 2. आँड़गो-राकाप 3. दोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inflation rate,आँड़गो राकाप दोले,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
influential,प्रभाव साली,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
informal,नाहाः सेचेत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
information,1. सूचना 2. बाडाय एम ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infrastructure,बुनियाद बेनाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infringe,1. बाङ बाताव 2. दोन पारोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infringement,बे बाताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
infructuous,बे आर्ज,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inherent,1. आपनार केत ् 2. आलगा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inherit,हे ज आगुः कान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
initial,एतोहोब,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
initials,एतोहोब सेचेत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
initiate,एतोहोब कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
injuction,आदे स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
injury,1. हानि 2. खुति 3. बाजाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inland letter,ओनतोर दे सीय साकाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inoculation,टिका एम ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
input,1. खोरोच एम ् 2. लागाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inquiry,1. कुपुली 2. तोदोनतो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
insert,आपनारे त,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
insight,भीतरी ञेंल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inspect,पानते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inspector,पानतेयिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instability,बे रिहिट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
installation,गाँवताहाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instalment,किसती ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instigate,उसकाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instigation,उसकाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
institute,आसड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instruction,1. हिदायोत 2. दिसा उदःु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
instrument,1. हातियार 2. ओलाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
insubordination,ओबेसता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
insurance,बीमा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
insure,1. बीमा एम ् 2. दाँव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
integral,बे हाटिञ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
integration,1. बे रापुद 2. मितठे न,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
integrity,1. सारितेत ् 2. बे रापुद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intelligible,बाडाय तेयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intensive,लोगोन कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intent,आसोय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interaction,भीतीर कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inter alia,भीतीर रे नाः काया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inter-departmental,भीतरी बिभाग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interest,सुद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interfere,दोखोल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interim,1. भीतरी रे नाः 2. भीतीर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interim order,भीतीर आदे स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interim relief,भीतीर गोड़ो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interim report,भीतीर रिपोट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intermediate,1. ताला-माला 2. इनटार पास,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intermediate college,इनटार मेडियेट कालेज,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intern,चेदोः गिच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
internal,भीतरी तेयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
international law,जेगेत रे नाः आ़न,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
internship,चेदोः लेकाना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interpolation,बागियाद आय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interpretation,भेद भाँगाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interrogate,कुकली कुली,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interrupt,एसेद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interruption,1. आकोट 2. रुक़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
inter se,आकिन तालारे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intervene,तालारे ताँहेन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intervention,तालारे पाड़ाय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interview,1. कुपली रोपोड़ 2. ञाँपाम रोपोड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interviewee,ञाँपाम रोपोडिये,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
interviewer,ञाँपान रोपोड़ हातावईच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intimate,खोबोर एम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intimation,खोबोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intimidation,1. धोमकाव 2. बोतोर होचो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intolerance,बे साहावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intoxication,निसा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intricacy,1. कठिन 2. जुटिलाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
intricate,जुटिल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
introduce,उपरुम एम ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
introduction,उपरुम ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
invalid,"ओमान्य 2. बाङ बाताव, ओमानोत",Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
invalidity,बाङ केटे जाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
invariably,जाव गी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
investigation,1. खोज तोलास 2. पानते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
investment,पूजी लागाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
invitation,नेवता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
involuntary,बे ईचछा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
involved,1. मेसा 2. जोड़ाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ipso facto,आपनार ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ipso jure,बाडाय तेयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irrational,बुझाव बानुः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irrecoverable,बे साघाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irregular,छाड़ बिड़ हिजुः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irrelevant,बाङ मेसायिज,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irresponsible,बे दादी 2. बे जिममा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
irrevocable,1. अटल 2. बे टालाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
issue,1. ओडोक 2. जारी 3. भेजा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
issue order,खालास 2. ओडाके रे नाः आदे स,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
issue price,ओ़डोक् दाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
item,1. बाबोद 2. जिनिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job,"1. कामी, ़ 2. चाकरी ़",Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job description,कामी ़ विवरोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job evaluation,कामी ़ तुलाजोखा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job freeze,कामी ़ ओकते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job hunting,1. च़ाकरी पान्ते 2. कामी ़ पान्ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
jobless,1. बेरोजगार 2. बाङरोचकार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job-oriented,कामी ़ बाबोत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job rotation,कामी ़ आचुरलेकाते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job satisfaction,कामी ़ खस ु ीः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job security,कामी ़ जोगाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job specification,1. कामी ़ हाटिञ ़ 2. कामी ़ गुनाऩ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job study,कामी ़ पाड़हाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
job work,कायच ् कायच ् कामी ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
join,1. कामी ़ रे साब 2. मेसा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joining date,कामी ़ माहित ़ ् साब,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joining pay,कामी ़ साब दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joining period,कामी ़ साब ओकते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joining report,कामीसाब रिपोर्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joining time,कामी ़ साब सोमोय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint,1. मित ् 2. मितठे न,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint account,मितठ्‌े न खाता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint cadre,मित ् केडर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint committee,मितठ्‌े न कुमुट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint consultative committee,मितठ्‌े न गापालमाराव कुमुट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint family,मित ्‌टाङ घारोंच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
jointly,मितघ ्‌ ाव में,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
jointly and severally,मितघ ्‌ ाव ते आर ञेगारलेका ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint ownership,मितठ्‌े न होकनामा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint responsibility,मितघ ्‌ ाव ते दायी ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
joint venture,मितघ ्‌ ाव ते ओपोतोन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
journal,1. पाथाम कागोच ् 2. खोबोरकागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
journalist,1. पाथामिया 2. खोबोरिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judgement,1. निर्णय 2. ठावका ़ ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial,आदालत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial custody,आदालत हाजोत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial enquiry,आदालत जांच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial notice,आदालत नोटिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial power,आदलत दाड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicial service,आदलत कामी ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judiciary,न्यायपालिका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
judicious,नायलेकाते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
junior administrative grade,लातार सासोनिया घाप,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
junior clerk,लातार कर्लक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
junior in rank,रे नक रे लातार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
juniority,लातारोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
junior most,लातारउतारिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
junior scale,लातारउताराः ़ वेतन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
jurisdiction,1. अधिकारिता 2. श्रेताजिकार ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
just,ठिक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
justice,न्यायमूर्ति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
justiciable,कोट रे गालमाराव लेकानाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
justify,साफाईएम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
key,1. आसोल 2. चाबी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
keynote address,1. आसोलतेदाः रोड़ 2. एतोहोपर्‌ोड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
kick back,थाइया पारोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
kin,सुर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
